stud_id,w2sch_id,w2chin_id,w2ctch_id,w1w2chg,w2pgrm,w2clspgm,w2far,w2priv,w2urban3,w2stwt1,w2stwt2,w2nright,w2all3p,w2all3ps,w2cfree,w2cf3p,w2cf3ps,w2math,w2m3p,w2m3ps,w1w2plus,w1w2minus,w2link,w2illp,w2ctc01,w2ctc02,w2ctc03,w2ctc04,w2ctc05,w2ctc06,w2ctc07,w2ctc08,w2ctc09,w2ctc10,w2ctc11,w2ctc12,w2ctc13,w2ctc14,w2ctc15,w2ctc16,w2ctc17,w2ctc18,w2ctc19,w2ctc20,w2ctc21a,w2ctc22a,hw_average,w2ctc23,w2ctc24,w2ctc25,w2ctc26,w2ctc27,w2ctc28,w2ctc29,w2ctc31,w2ctc32,w2ctc33,w2ctc34,w2ctc35,w2ctc36,w2ctc37,w2ctc38,w2ctc39,w2ctc40,w2ctc41,w2ctc42,w2ctc43,w2summis,w2sumerr
10061,302,3079,7,0,1,1,0,0,2,0.739579499,8.95E-11,27,0.156758636,0.342653006,10,0.215478837,0.563593984,12,-0.13092652,0.445780993,2,8,7,1,1,4,1,1,2,3,4,2,1,1,1,1,2,2,4,4,2,1,3,4,3,2,,2,5,1,2,3,5,5,4,1,1,3,2,3,1,2,1,1,2,3,3,0,0
10062,459,3812,11,0,1,1,0,0,2,0.795240879,0.939943314,24,0.221035331,0.337164998,9,-0.42263329,0.655713975,11,0.033373136,0.425152004,4,3,7,1.18E-07,1,5,1,5,2,2,1,2,1,2,1,1,2,1,3,4,2,1,2,2,2,1,,1,2,2,1,2,3,2,2,1,1,1,1,3,2,1,1,1,1,1,1,0,0
10063,523,3619,1,0,1,1,0,0,3,0.745555639,0.88121742,31,0.860266328,0.284058005,11,0.041191142,0.603392005,15,0.75656569,0.365684986,7,3,11,7.78E-17,1,4,1,1,1,3,3,5,1,2,1,1,2,2,2,3,2,1,2,2,2,1,,3,5,1,3,2,3,2,4,1,1,2,1,3,1,1,1,1,2,1,2,0,0
10064,529,3702,5,0,1,1,0,0,3,0.46324724,1.89E-05,19,-1.191042542,0.515811026,9,-0.972835422,0.621261001,11,-0.898412704,0.576510012,3,6,5,0.999965552,1,6,1,1,4,2,2,3,1,1,1,3,2,2,3,3,2,2,2,2,3,1,,2,6,1,2,3,5,2,2,1,1,3,1,3,2,2,1,1,2,2,3,0,0
10065,320,3748,13,0,1,1,0,0,2,1.073310614,1.268610835,28,0.642227232,0.330323011,9,0.296339393,0.554256022,16,0.943947732,0.383163005,4,2,8,4.20E-12,1,6,1,99,1,2,3,4,1,1,1,2,1,97,2,3,1,2,1,2,2,1,,1,1,3,1,1,2,1,2,1,1,3,1,2,2,2,1,1,1,1,1,1,1
10066,525,3753,6,0,1,1,0,0,2,0.175180897, , , , , , , , , , , , , , ,1,6,1,4,2,2,4,3,1,1,1,1,2,2,3,2,3,1,2,2,2,1,,3,2,2,2,2,2,2,99,1,2,2,2,3,2,1,1,1,1,1,1,1,0
10067,601,2303,5,0,1,1,0,0,2,0.181251481,0.214232132,42,1.740646005,0.257966995,17,2.148294687,0.429589003,22,1.87829268,0.344963014,4,2,12,3.80E-13,1,5,1,1,1,2,3,3,1,2,1,3,4,3,2,4,3,1,3,3,3,1,,2,5,1,3,4,5,5,2,2,2,3,2,4,1,1,3,3,2,3,3,0,0
10068,52,2698,5,0,1,1,0,1,3,1.070926428,1.265792966,43,1.669994473,0.257205993,16,2.965071917,0.644845009,20,1.509986401,0.322214007,6,2,14,2.21E-19,1,3,1,4,2,3,2,1,1,2,1,3,1,2,3,4,1,1,3,2,2,1,,3,5,1,1,3,3,3,1,1,1,1,2,2,2,3,1,1,1,3,4,0,0
10069,584,2200,1,0,1,1,1,0,2,0.088655613,0.104787447,26,0.606602967,0.321705014,9,-0.43032515,0.612762988,15,0.877280295,0.368607014,7,5,10,3.62E-13,1,5,1,1,1,2,3,2,1,2,1,1,3,3,3,4,3,2,3,3,2,2,,97,5,1,3,3,4,4,3,2,1,2,2,3,1,3,2,1,3,2,4,0,1
10070,328,2683,11,0,1,1,0,0,3,1.257911325,1.486801744,47,2.160927534,0.257205009,20,3.523206234,0.445176005,21,1.969976544,0.353837013,5,1,17,1.31E-18,1,5,1,5,2,4,2,2,1,1,1,1,1,2,2,3,2,2,3,3,2,1,,2,6,1,2,2,3,3,4,1,1,3,1,1,2,1,1,1,1,2,2,0,0
10071,392,2618,7,0,1,1,1,0,2,0.162204519,0.191719368,22,-0.632888436,0.436282992,8,-1.136149168,0.673159003,9,-1.018308043,0.512804985,6,3,7,1.18E-10,1,5,1,4,2,2,4,2,1,3,1,3,4,3,3,4,3,2,3,3,1,1,,1,5,2,1,3,4,3,2,2,1,2,3,3,2,2,1,1,1,3,1,0,0
10072,377,2928,9,0,1,1,0,0,2,0.444983989,0.525953591,22,-0.022760404,0.322499007,8,-0.241034389,0.541900992,9,-0.361469239,0.418642998,5,2,7,8.24E-17,1,4,1,2,2,2,3,5,1,3,1,4,3,3,3,4,1,1,3,3,2,1,,3,1,1,2,3,3,3,2,1,1,1,1,1,1,1,2,2,2,4,3,0,0
10073,345,3841,4,0,1,1,0,0,2,1.927307367,2.126135349,17,-0.535506606,0.414620012,5,-1.316004753,0.697669029,8,-0.70601964,0.505288005,3,4,5,0.066666404,1,6,2,5,1,3,4,3,1,3,1,1,3,3,3,4,2,3,3,3,2,1,,2,1,2,2,3,4,3,2,1,2,2,2,2,2,2,1,1,1,2,2,0,0
10074,457,2263,1,0,1,1,0,0,3,0.254785985,0.301089138,27,0.525053501,0.274607003,8,-0.531379998,0.654854,13,0.407496601,0.349860996,4,8,7,0.000192123,1,6,1,5,3,2,5,5,1,3,1,2,2,2,3,3,1,2,2,3,2,1,,1,1,2,3,3,3,3,3,2,2,3,2,2,1,2,2,2,2,3,3,0,0
10075,410,4009,8,0,1,1,0,0,2,0.620381653,0.733266771,39,1.546617627,0.266084999,11,0.539779246,0.536648989,18,1.358267903,0.331773013,4,1,10,9.71E-16,1,4,1,5,2,3,3,2,1,2,1,2,2,2,2,4,2,2,2,2,3,1,,3,1,2,2,3,3,3,3,1,2,2,2,2,2,2,2,1,2,3,4,0,0
10076,595,3506,13,0,1,1,0,1,3,0.890253246,1.052244306,42,1.993976355,0.268709004,15,1.816956878,0.481756002,19,1.718574882,0.354936987,6,1,14,2.06E-25,1,5,1,1,1,3,2,2,1,2,1,1,3,3,2,3,2,1,3,3,3,1,,2,1,2,2,3,3,3,3,1,1,2,2,3,1,2,1,1,2,2,2,0,0
10077,480,2196,7,0,1,1,0,0,2,0.236613557,0.279667914,38,1.178829789,0.280705988,14,0.680344641,0.560868979,17,0.927200317,0.345764011,6,2,11,8.94E-19,1,6,1,5,1,2,3,3,2,2,1,3,2,2,3,4,2,3,2,1,1,2,,2,1,2,2,2,4,3,4,1,1,4,2,4,1,2,1,1,1,1,2,0,0
10078,469,2122,2,0,1,1,0,0,3,0.670601487,0.792624533,16,-0.751300931,0.445315003,4,-1.175508857,0.601311982,9,-0.613585591,0.469976991,5,6,5,6.25E-08,1,3,1,1,2,2,2,2,1,2,1,3,3,97,3,3,3,2,3,3,2,2,,2,5,3,2,3,4,3,3,1,1,3,2,3,1,2,2,2,2,3,2,0,1
10079,592,3813,4,0,1,1,0,0,3,1.364863753,1.613215327,39,1.074070454,0.279819995,17,2.21067214,0.422394007,16,0.540969849,0.356467009,6,2,15,4.02E-14,1,5,1,5,2,2,3,3,1,1,1,1,3,3,3,3,2,1,3,3,2,1,,3,1,1,2,2,3,2,3,1,1,2,2,3,1,2,3,3,3,3,3,0,0
10080,465,3283,8,0,1,1,0,0,3,0.804064929,0.950373113,37,1.329656005,0.244377002,14,1.591468811,0.517271996,20,1.512054324,0.31369099,7,3,12,1.93E-20,1,5,1,5,2,2,3,5,1,2,1,1,2,2,3,4,2,3,2,2,2,1,,2,1,2,2,3,3,3,4,3,2,3,3,3,2,1,1,1,1,2,2,0,0
10082,497,3913,7,0,1,1,0,0,3,0.61876595,0.731357038,52,2.496773005,0.271943986,20,2.773965597,0.379720002,26,2.882514238,0.46449399,4,1,17,3.11E-21,1,6,1,1,2,2,3,2,1,2,1,1,2,3,3,3,3,3,3,3,2,1,,2,5,2,3,3,3,3,3,1,1,2,3,4,1,3,2,1,1,1,1,0,0
10083,44,2449,8,0,1,1,0,1,2,1.235966086,1.460863352,47,2.21544385,0.274387985,17,2.121234894,0.800282001,20,1.876985788,0.360633999,3,2,15,2.21E-09,1,4,1,5,2,3,2,1,1,3,1,1,2,3,3,4,2,1,3,3,3,1,,2,1,1,2,3,4,3,3,1,2,2,2,3,1,2,2,1,1,3,3,0,0
10084,628,3406,16,0,1,1,0,0,3,0.774284661,0.915174067,55,3.068289995,0.319763988,21,3.829790831,0.454084992,25,2.900179625,0.471293986,7,2,17,8.26E-30,1,6,1,5,2,2,4,3,1,2,1,2,3,2,3,3,3,2,4,3,1,1,,1,5,1,2,3,3,3,2,2,2,2,2,2,1,2,3,1,2,3,3,0,0
10085,496,3077,8,0,1,1,0,0,3,2.288986444,2.704838753,13,-1.719055295,0.501751006,7,-1.198339581,0.601710021,4,-2.005507708,0.605678022,4,4,5,0.0002415,1,5,1,3,1,3,3,2,1,2,1,1,1,2,2,3,1,1,2,3,4,1,,2,1,1,1,2,2,3,3,1,1,2,2,3,1,1,1,1,1,1,1,0,0
10087,607,2313,7,0,1,1,0,0,3,0.420101702,0.496543705,48,2.253141165,0.271117002,18,2.11865592,0.433775991,22,2.057613373,0.363366991,3,0,15,5.99E-23,1,1,1,1,2,2,3,3,1,2,1,2,3,2,3,3,3,1,2,3,3,2,,2,5,1,1,1,2,3,3,1,1,3,1,2,2,2,1,1,1,1,2,0,0
10088,345,2757,12,0,1,1,0,0,2,2.06022501,2.435105085,27,0.44962886,0.294939995,13,0.725744724,0.542393982,10,-0.110146604,0.445385993,4,2,10,2.76E-10,1,6,1,3,2,2,3,5,1,2,1,2,2,2,3,2,1,2,2,2,1,1,,2,1,2,1,2,3,3,3,2,1,3,2,2,1,2,2,2,2,2,2,0,0
10089,591,2143,14,0,1,1,0,0,2,0.254884839,0.301263869,44,1.934510827,0.268685013,18,2.459977627,0.508799016,17,1.247914672,0.329970986,2,1,14,1.08E-12,1,5,1,1,1,2,1,1,1,3,2,1,3,2,3,3,2,2,2,2,2,2,,2,1,1,2,3,3,2,4,1,1,3,2,2,1,2,1,1,1,2,3,0,0
10090,631,2184,5,0,1,1,0,0,2,5.709420681,1.890986204,37,1.271604419,0.272707999,11,0.601163387,0.528183997,18,1.194576144,0.32417801,3,5,11,0.719783772,1,6,1,5,2,2,2,2,1,2,1,1,3,3,3,3,1,2,3,2,2,1,,2,1,2,2,3,3,3,4,2,2,3,2,2,1,2,1,1,2,3,3,0,0
10091,501,2501,6,0,1,1,0,0,3,0.675017416,0.797785461,38,1.412462711,0.258668989,14,1.374042273,0.531660974,18,1.198580623,0.324761003,2,3,12,7.34E-05,1,6,1,1,2,2,4,4,1,3,1,1,1,1,2,4,1,2,3,3,2,1,,2,5,2,2,3,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0
10092,72,2834,11,0,1,1,0,0,3,1.451090813,1.715132356,46,1.950517178,0.242853999,18,2.455449581,0.465346992,24,2.418928146,0.398146003,3,3,16,5.40E-09,1,5,1,5,2,4,3,3,1,1,1,2,2,3,2,3,1,1,2,3,3,1,,1,3,1,2,2,3,2,1,1,1,3,1,2,1,1,1,1,2,2,2,0,0
10093,323,3628,9,0,1,1,0,0,3,1.018926024,1.077156067,15,-1.577314496,0.657433987,8,-0.453731239,0.606889009,8,-0.691532254,0.576981008,3,2,4,0.105597547,1,6,1,1,2,2,4,5,1,3,1,3,3,3,4,4,1,1,3,3,1,1,,1,5,2,2,3,4,4,4,2,2,2,2,2,1,2,3,1,1,2,1,0,0
10094,429,2816,7,0,1,1,0,0,2,1.57009089,1.831564546,20,-0.27468133,0.373692989,8,-0.323165625,0.579281986,8,-0.557120383,0.464643002,4,4,6,0.013051728,1,6,1,1,2,2,5,6,1,2,1,2,4,3,4,4,1,3,3,3,1,1,,2,6,1,2,3,5,5,4,2,1,2,1,3,1,2,1,1,2,2,4,0,0
10095,431,3422,8,0,1,1,0,0,2,1.248621345,1.48E-10,16,-0.477353722,0.427123994,0,-3.009078503,0.784002006,9,-0.435479373,0.555724025,2,7,4,1,1,5,1,5,1,3,4,3,1,2,2,2,3,4,3,3,2,1,3,3,3,1,,3,1,2,2,3,4,4,3,1,2,2,3,2,1,2,3,3,3,4,4,0,0
10096,592,2417,2,0,1,1,0,0,3,1.269640565,0.775774777,25,0.056538533,0.371684998,9,-0.00260703,0.582781017,11,0.010715184,0.428721994,2,3,7,0.483046086,1,5,1,5,2,2,3,3,1,2,1,1,2,2,3,3,3,2,3,3,1,1,,2,6,2,2,3,3,2,1,1,1,2,2,2,1,1,2,2,2,2,3,0,0
10097,502,2260,2,0,1,1,0,0,3,0.821933031,8.75E-05,30,0.594610333,0.340929002,6,-1.053792119,0.614021003,12,0.127089754,0.431923002,4,7,9,0.999909952,1,6,1,5,4,2,3,3,1,3,1,3,1,2,3,3,3,3,2,3,2,2,,2,5,2,3,2,3,2,4,2,2,3,3,4,3,2,2,1,1,2,1,0,0
10098,418,3361,7,0,1,1,0,0,3,0.564336538,0.667023659,34,1.2210536,0.262688011,13,1.156435609,0.533600986,21,1.880080938,0.345566005,3,2,14,6.53E-10,1,3,1,1,1,4,3,2,1,2,1,1,2,2,3,3,3,2,3,1,1,1,,2,1,4,1,3,4,3,1,1,1,3,1,2,1,2,1,1,2,3,1,0,0
10099,465,3888,4,0,1,1,0,0,3,0.759394586,0.897574544,35,0.664190173,0.291902006,16,0.960338116,0.569549024,14,0.270783395,0.388812989,5,2,12,1.46E-15,1,6,1,5,2,3,4,3,1,2,1,2,2,99,4,3,2,3,3,3,1,1,,3,2,1,2,3,5,5,1,1,99,3,2,3,1,1,1,1,2,2,4,2,0
10100,417,2864,4,0,1,1,0,0,3,0.486409575,0.574917018,41,1.790482402,0.248748004,14,1.388711572,0.530201972,24,2.492916584,0.413280994,8,3,14,3.55E-27,1,6,1,4,2,2,2,3,2,2,1,2,2,2,2,3,1,2,2,3,1,1,,1,2,1,1,2,3,3,2,2,1,1,1,1,2,2,2,2,2,2,2,0,0
10101,544,4058,12,0,1,1,0,0,3,1.078209758,1.274401546,44,2.018752337,0.259299994,14,1.260184288,0.531983972,20,1.789167762,0.355376005,5,2,14,3.15E-17,1,5,1,5,2,2,3,3,1,1,1,4,2,2,3,3,3,1,2,2,2,1,,2,3,2,2,2,2,2,3,2,2,3,2,4,1,1,1,1,1,1,1,0,0
10102,448,3027,3,0,1,1,0,0,2,0.498441547,0.589138329,32,0.963184118,0.292800993,9,-0.198003724,0.595054984,18,1.330644965,0.334576011,6,3,9,2.43E-18,1,6,1,1,1,3,3,2,1,2,1,2,2,3,3,3,2,2,3,3,1,1,,2,1,2,3,3,3,3,3,1,1,2,1,2,1,2,2,2,3,3,4,0,0
10103,473,3449,13,0,1,1,0,0,1,1.279524326,1.51234746,19,-0.784385264,0.427504003,11,0.763263524,0.537081003,11,-0.464001894,0.484362006,7,2,7,3.86E-27,1,2,1,1,1,2,5,5,1,1,1,2,3,3,3,4,1,3,3,3,6,2,,2,6,1,3,5,5,5,2,1,3,3,3,5,2,1,1,1,1,2,1,0,0
10104,578,3156,6,0,1,1,0,0,3,1.14066112,1.348216653,44,1.896427393,0.271667987,17,2.09147191,0.449138999,18,1.463214993,0.3477,11,2,16,1.41E-41,1,4,2,5,2,2,4,2,1,2,1,2,2,2,2,4,1,1,2,2,4,1,,2,1,1,2,2,2,2,3,1,1,2,2,3,1,2,2,1,2,2,3,0,0
10105,82,3526,7,0,1,1,0,1,2,0.228961125,0.270623058,33,0.895270586,0.290268987,13,1.072562218,0.540993989,14,0.465547085,0.400337011,6,2,11,8.33E-20,1,5,1,1,1,3,3,6,1,2,1,1,2,2,2,3,2,2,2,3,2,1,,3,5,1,2,3,4,4,4,3,2,2,3,4,1,2,2,2,2,2,2,0,0
10106,587,4078,11,0,1,1,0,0,2,4.33493042,5.123717308,44,1.92058444,0.244927004,15,1.486533403,0.557597995,20,1.536193013,0.311278999,8,1,12,3.92E-41,1,4,1,5,3,2,2,1,1,2,1,2,3,4,3,4,2,2,3,3,2,1,,1,5,1,3,3,4,3,4,1,1,2,2,3,1,2,2,2,3,3,3,0,0
10107,550,2222,20,0,1,1,0,0,3,1.380658746,1.631774068,22,-0.250557721,0.392946005,7,-0.525960267,0.597792983,8,-0.8457672,0.524619997,4,4,7,6.76E-05,1,6,1,1,2,3,4,3,1,1,1,2,1,2,3,3,3,3,3,2,1,1,,1,2,2,2,2,2,2,3,1,1,3,1,3,2,3,1,1,1,2,1,0,0
10108,458,2811,3,0,1,1,0,0,2,1.04293108,1.232686639,29,0.276665777,0.312756985,14,0.79056102,0.558613002,8,-0.796480477,0.500635028,4,4,9,1.37E-05,1,4,1,3,2,3,4,3,1,2,1,2,3,3,2,3,1,2,3,3,2,1,,2,5,1,2,2,3,3,2,1,2,3,3,4,1,2,2,1,2,3,3,0,0
10109,331,2312,2,0,1,1,0,0,3,0.490497082,0.579748273,28,0.131319001,0.417638987,10,-0.688734531,0.587601006,13,0.111609064,0.563998997,5,2,8,1.65E-13,1,2,1,3,1,3,2,2,1,1,1,1,2,1,3,3,2,2,2,2,2,1,,1,1,1,2,3,3,3,3,1,1,2,2,4,2,1,1,1,1,1,1,0,0
10111,302,2332,10,0,1,1,0,0,2,0.435356945,0.514574707,17,-0.919022024,0.537955999,6,-1.401462674,0.65408498,7,-0.94293499,0.659781992,4,3,6,1.71E-07,1,4,1,5,2,4,3,3,1,3,1,2,3,3,3,3,3,3,3,3,3,6,,3,5,2,2,3,4,3,4,3,4,4,2,3,2,3,2,2,2,2,4,0,0
10112,401,4174,2,0,1,1,0,0,2,0.716590703,0.846966445,26,0.097347289,0.324056,9,-0.718382776,0.58504498,11,-0.339354575,0.404940993,5,5,7,1.85E-05,1,6,2,1,2,2,4,2,1,2,1,3,2,97,97,97,2,1,3,3,3,1,,2,1,2,2,2,3,3,3,1,1,3,2,3,1,2,2,1,1,1,2,0,3
10114,367,2220,11,0,1,1,0,0,2,0.889779925,2.25E-10,23,-0.651888609,0.392513007,11,-0.547692597,0.61769098,7,-1.272187114,0.514760017,1,6,4,1,1,5,1,1,2,3,4,5,1,1,1,1,2,2,2,2,1,2,2,2,4,1,,2,2,1,1,2,2,4,2,1,1,2,2,4,3,2,1,1,1,2,2,0,0
10115,431,3819,1,0,1,1,0,0,2,1.288899422,1.506090045,27,0.337432295,0.35828799,8,-1.222310424,0.719263017,15,0.450254947,0.400927007,5,6,8,0.011381146,1,5,1,5,2,3,3,3,1,3,1,2,3,3,2,2,2,2,3,3,3,1,,6,5,2,2,3,3,4,1,1,2,2,2,1,2,2,1,1,1,1,2,0,0
10116,586,3692,10,0,1,1,0,1,2,0.928766429,1.097765446,37,1.476428151,0.255481988,13,1.422222972,0.515761018,23,2.175553799,0.365702003,9,3,13,1.07E-27,1,5,1,3,2,3,3,3,1,2,1,3,3,99,3,3,3,2,3,3,1,1,,3,1,1,2,3,3,3,2,1,2,1,2,3,1,2,1,2,1,3,1,1,0
10117,44,2386,3,0,1,1,0,1,2,1.259286046,1.488426685,41,1.752983332,0.250941008,16,2.175685644,0.431194007,22,2.00663805,0.347965986,3,2,14,1.66E-10,1,5,1,5,2,3,2,1,1,1,1,1,2,2,2,4,3,2,3,3,3,1,,2,3,1,2,3,4,3,3,1,1,1,1,1,1,1,1,1,1,2,2,0,0
10118,364,3218,5,0,1,1,0,0,3,0.569937885,0.673644185,27,0.674460053,0.277428001,11,0.615958154,0.564926982,15,0.804946601,0.344294012,7,3,10,4.55E-20,1,6,1,1,3,2,3,3,1,3,1,2,3,3,3,3,1,1,3,3,1,1,,2,1,99,1,2,3,3,3,1,2,3,2,3,1,2,2,2,3,3,3,1,0
10119,625,3773,22,0,1,1,0,0,2,3.406017065,4.025778294,39,1.423131227,0.258396,13,1.294716954,0.534780979,18,1.065721154,0.332625985,4,2,15,1.03E-12,1,2,1,4,2,2,2,2,1,1,1,1,2,99,3,2,2,2,2,2,2,1,,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,0
10120,522,3330,7,0,1,1,1,0,2,1.564804316,1.849537134,34,1.098553658,0.312997997,12,0.33107096,0.560585976,14,0.70984906,0.486793995,6,3,10,1.13E-17,1,5,1,3,1,3,2,1,1,2,1,1,2,2,4,4,3,2,3,3,2,2,,2,1,1,3,5,4,3,3,1,1,3,2,3,1,2,2,2,4,3,3,0,0
10123,459,3182,6,0,1,1,0,0,2,2.385722399,0.005402042,48,2.282641649,0.272105008,17,2.216105223,0.42512399,21,1.759791732,0.334475994,1,5,12,0.998084267,1,6,1,5,3,2,4,5,1,2,1,1,3,2,2,4,1,2,2,2,1,1,,1,5,2,2,2,5,3,2,1,1,2,2,4,2,2,1,1,2,2,2,0,0
10124,72,3184,17,0,1,1,0,0,3,1.451090813,1.715132356,37,1.286086202,0.269165009,13,0.50204283,0.600906014,16,0.798638403,0.362331986,6,3,13,8.81E-15,1,6,1,1,2,2,3,2,1,2,1,1,3,3,4,4,3,2,4,4,2,1,,2,5,2,2,3,4,4,4,2,3,4,3,4,1,2,4,4,4,4,4,0,0
10125,488,3750,17,0,1,1,0,0,3,0.755047619,0.892436624,41,1.7762357,0.254137009,13,1.201387167,0.536453009,19,1.542959571,0.331804991,6,3,13,4.30E-17,1,6,1,5,1,3,2,2,1,2,1,2,3,2,3,3,3,1,3,3,3,1,,2,5,1,3,2,3,3,3,1,1,3,2,3,1,2,1,1,1,2,2,0,0
10126,247,2384,5,0,1,1,0,1,2,0.61056298,0.721661448,38,1.705117464,0.251080006,14,1.867241383,0.481837988,17,1.485600829,0.3292,5,2,15,3.46E-15,1,2,1,3,1,3,2,1,1,2,1,1,3,3,3,4,2,1,4,4,3,2,,3,1,1,99,2,4,4,4,4,1,3,2,2,1,2,2,3,4,4,99,2,0
10127,420,2181,12,0,1,1,0,0,2,0.630334377,0.745030463,28,0.611983359,0.327338994,12,1.094199657,0.516120017,14,0.636565924,0.471455008,6,2,11,2.65E-19,1,5,1,5,2,2,3,3,1,2,1,2,2,2,3,4,2,2,2,3,2,1,,2,6,1,2,3,4,3,2,1,1,2,2,3,1,2,2,1,2,2,99,1,0
10128,489,2490,2,0,1,1,0,0,3,0.628175676,2.65E-05,29,0.434259713,0.298671007,12,0.773626387,0.534744978,14,0.479168952,0.339374989,2,5,9,0.999964333,1,6,1,4,3,2,3,3,1,2,1,4,2,99,3,4,1,2,3,2,2,1,,1,5,1,2,3,4,4,3,2,2,2,2,4,1,2,1,1,2,4,2,1,0
10129,548,2440,1,0,1,1,0,0,3,0.61942786,0.732139349,48,2.320946217,0.266238987,18,2.339466333,0.39300099,24,2.347384691,0.384772986,5,1,17,2.98E-25,1,5,1,5,2,2,5,3,2,2,1,2,2,2,3,3,2,2,3,2,3,2,,2,1,2,1,2,3,2,2,1,1,2,1,2,1,1,2,1,1,2,2,0,0
10130,413,2168,7,0,1,1,0,0,2,2.254489183,2.664717674,28,0.373587698,0.326382011,10,-0.107698776,0.59384203,10,-0.320975751,0.487583995,5,1,8,4.42E-20,1,4,1,3,2,2,3,2,1,2,1,2,2,3,4,4,2,2,3,3,2,1,,2,1,1,2,3,3,3,1,1,1,2,1,1,2,2,1,1,1,3,2,0,0
10131,329,2044,8,0,1,1,0,0,2,1.133954525,1.340289593,22,-0.04301326,0.347591013,11,0.48758176,0.555401981,11,-0.044692501,0.416797996,7,4,10,1.64E-10,1,6,1,5,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,,2,5,2,2,3,2,2,5,1,2,5,1,2,2,1,1,1,1,1,2,0,0
10132,502,2260,2,0,1,1,0,0,3,0.821933031,0.971491456,49,2.600519419,0.294423997,16,2.709531307,0.713984013,21,1.869539618,0.340312004,1,2,15,1.09E-06,1,6,1,5,4,2,3,3,1,3,1,3,1,2,3,3,3,3,2,3,2,2,,2,5,2,3,2,3,2,4,2,2,3,3,4,3,2,2,1,1,2,1,0,0
10133,317,3046,25,0,1,1,0,0,1,5.477747917,6.474380493,36,1.259483814,0.251239985,9,-0.145875737,0.519241989,17,1.118251324,0.334607989,2,2,10,1.58E-05,1,4,1,1,1,3,2,2,2,2,1,1,3,2,2,3,2,2,3,3,3,1,,1,5,3,2,3,3,3,3,1,1,2,2,2,1,3,2,2,2,2,3,0,0
10134,570,2994,3,0,1,1,0,0,3,0.516189754,0.610116005,37,1.30259037,0.246745005,16,1.994961023,0.547876,21,1.601983905,0.320077002,3,4,12,2.68E-09,1,4,1,5,2,2,2,2,1,3,1,2,3,3,2,4,2,2,3,3,2,3,,1,1,2,3,3,5,3,3,1,2,1,2,4,2,2,2,1,2,3,3,0,0
10135,432,2397,4,0,1,1,0,0,2,1.354157567,1.600561023,48,2.677360296,0.294842005,17,2.390012503,0.38122499,23,2.509803534,0.409680992,8,3,15,9.20E-29,1,6,1,3,2,2,2,1,1,2,1,2,1,2,2,3,3,1,2,2,5,1,,3,1,2,2,1,3,3,2,1,1,2,1,2,1,1,1,1,1,2,1,0,0
10136,474,3173,11,0,1,1,0,0,3,0.341129005,0.403201073,33,0.900418222,0.276618987,16,1.543169379,0.578155994,17,1.045593023,0.345753998,8,2,14,1.00E-24,1,5,1,1,3,2,4,4,1,2,1,1,2,2,2,2,2,2,3,3,1,1,,1,5,1,3,2,3,4,4,1,2,2,2,4,2,2,1,1,2,2,2,0,0
10137,489,2608,9,0,1,1,0,0,3,0.645237267,0.56335479,17,-1.205793858,0.470863998,8,-0.848882914,0.652031004,8,-1.24435997,0.559361994,5,4,7,0.261314579,1,5,1,1,3,2,4,3,1,2,1,3,2,3,1,4,2,1,2,2,3,1,,2,6,1,2,3,3,4,3,1,1,3,2,4,1,3,2,1,2,3,2,0,0
10138,468,3851,14,0,1,1,0,0,3,1.839695573,2.174447775,49,2.529993534,0.275792003,16,2.072668552,0.528019011,23,2.488831758,0.409969985,1,1,15,7.35E-10,1,1,97,1,1,2,4,3,1,2,1,1,3,2,3,3,2,1,3,4,2,1,,3,5,2,2,5,5,5,3,1,1,4,2,5,1,3,2,1,2,2,3,0,1
10140,344,4159,8,0,1,1,0,0,2,0.743130922,0.878351569,29,0.213873267,0.332089007,9,-0.936241865,0.627628982,11,-0.573647738,0.474880993,5,3,5,7.60E-15,1,5,1,1,2,97,4,3,1,2,1,1,2,3,2,3,2,1,3,3,2,1,,1,6,1,2,3,4,3,3,1,1,3,1,3,1,2,1,1,1,1,2,0,1
10141,470,4150,8,0,1,1,1,0,2,0.522934914,0.618088543,38,1.176630974,0.257301986,17,2.019330978,0.557268977,18,1.098364949,0.330538988,8,3,15,7.86E-26,1,3,1,5,1,3,3,2,1,3,1,1,1,1,3,4,3,3,3,2,5,2,,2,1,1,3,3,3,3,2,1,1,2,2,2,1,1,1,1,1,1,1,0,0
10142,323,3160,5,0,1,1,0,0,3,0.994074106,0.303456038,37,1.443343759,0.256031007,12,0.622652709,0.545027971,21,1.962971687,0.36163801,4,6,12,0.741729983,1,6,1,5,1,3,2,1,1,2,1,2,1,2,2,3,1,1,2,2,3,2,,2,5,1,2,3,3,3,2,1,1,1,2,1,1,1,1,1,1,3,3,0,0
10144,402,2117,2,0,1,1,0,0,3,0.684944153,0.809577048,39,1.570038319,0.250979006,13,1.25170505,0.581277013,20,1.492885232,0.307500005,9,3,11,2.74E-30,1,4,1,5,2,2,4,3,1,1,1,1,2,3,3,3,3,2,2,2,2,1,,2,5,1,2,2,4,3,4,1,1,1,4,4,1,2,1,1,2,2,2,0,0
